OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY
613,08099000200,547.43,410.15,684.7,630.47,627.45,633.48,"Census Tract 2, Prowers County, Colorado",PROWERS,Not Different Than State Average
614,08099000100,305.63,162.29,448.97,630.47,627.45,633.48,"Census Tract 1, Prowers County, Colorado",PROWERS,Lower Than State Average
615,08099000300,670.17,561.75,778.59,630.47,627.45,633.48,"Census Tract 3, Prowers County, Colorado",PROWERS,Not Different Than State Average
616,08099000600,193.53,94.39,292.66,630.47,627.45,633.48,"Census Tract 6, Prowers County, Colorado",PROWERS,Lower Than State Average
617,08059011732,402.8,296.15,509.46,630.47,627.45,633.48,"Census Tract 117.32, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
618,08059011402,995.24,848.56,1141.91,630.47,627.45,633.48,"Census Tract 114.02, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
619,08059015900,858.44,716.48,1000.41,630.47,627.45,633.48,"Census Tract 159, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
620,08059009850,458.46,326.76,590.15,630.47,627.45,633.48,"Census Tract 98.50, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
621,08059009852,590.85,468.34,713.36,630.47,627.45,633.48,"Census Tract 98.52, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
622,08059012047,766.03,641.56,890.49,630.47,627.45,633.48,"Census Tract 120.47, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
623,08059011712,475.75,384.54,566.95,630.47,627.45,633.48,"Census Tract 117.12, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
624,08059010901,843.17,718.23,968.1,630.47,627.45,633.48,"Census Tract 109.01, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
625,08059012032,490.91,344.68,637.14,630.47,627.45,633.48,"Census Tract 120.32, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
626,08059012033,435.76,294.77,576.75,630.47,627.45,633.48,"Census Tract 120.33, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
627,08059009843,494.14,422.78,565.51,630.47,627.45,633.48,"Census Tract 98.43, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
628,08059012027,158.2,99.21,217.18,630.47,627.45,633.48,"Census Tract 120.27, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
629,08059010405,737.98,583.8,892.17,630.47,627.45,633.48,"Census Tract 104.05, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
630,08059012026,255.93,176.99,334.87,630.47,627.45,633.48,"Census Tract 120.26, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
631,08059012035,485.31,366,604.61,630.47,627.45,633.48,"Census Tract 120.35, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
632,08059012037,323.95,235.05,412.85,630.47,627.45,633.48,"Census Tract 120.37, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
633,08059012031,363.97,278.63,449.31,630.47,627.45,633.48,"Census Tract 120.31, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
634,08059012030,565.91,432.87,698.95,630.47,627.45,633.48,"Census Tract 120.30, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
635,08059009900,313.96,202.11,425.81,630.47,627.45,633.48,"Census Tract 99, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
636,08059009846,287.68,203.32,372.03,630.47,627.45,633.48,"Census Tract 98.46, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
637,08059009847,350.86,248.29,453.42,630.47,627.45,633.48,"Census Tract 98.47, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
638,08059012023,654.1,526.94,781.26,630.47,627.45,633.48,"Census Tract 120.23, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
639,08059012048,532.24,386.53,677.95,630.47,627.45,633.48,"Census Tract 120.48, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
640,08059009848,392.06,246.41,537.7,630.47,627.45,633.48,"Census Tract 98.48, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
641,08059009845,428.99,318.52,539.46,630.47,627.45,633.48,"Census Tract 98.45, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
642,08059009842,379.2,289.35,469.05,630.47,627.45,633.48,"Census Tract 98.42, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
643,08059012042,496.63,386.48,606.78,630.47,627.45,633.48,"Census Tract 120.42, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
644,08059012058,446.91,337.97,555.85,630.47,627.45,633.48,"Census Tract 120.58, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
645,08059011720,522.44,420.03,624.84,630.47,627.45,633.48,"Census Tract 117.20, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
646,08059012054,635.65,509.8,761.51,630.47,627.45,633.48,"Census Tract 120.54, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
647,08059011803,698.59,597.09,800.08,630.47,627.45,633.48,"Census Tract 118.03, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
648,08059011602,1144.08,988.1,1300.06,630.47,627.45,633.48,"Census Tract 116.02, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
649,08059010603,757.04,615.22,898.85,630.47,627.45,633.48,"Census Tract 106.03, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
650,08059012039,617.1,510.96,723.25,630.47,627.45,633.48,"Census Tract 120.39, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
651,08059010100,739.23,611,867.47,630.47,627.45,633.48,"Census Tract 101, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
652,08059012036,444.35,320.11,568.6,630.47,627.45,633.48,"Census Tract 120.36, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
653,08059012051,629.38,507.73,751.03,630.47,627.45,633.48,"Census Tract 120.51, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
654,08059012055,578.26,460.67,695.86,630.47,627.45,633.48,"Census Tract 120.55, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
655,08059012052,836.94,689.73,984.15,630.47,627.45,633.48,"Census Tract 120.52, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
656,08059012046,876.39,656.02,1096.76,630.47,627.45,633.48,"Census Tract 120.46, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
657,08059012024,468.59,376.31,560.87,630.47,627.45,633.48,"Census Tract 120.24, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
658,08059012022,535.4,441.41,629.39,630.47,627.45,633.48,"Census Tract 120.22, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
659,08059012045,685.2,502.65,867.75,630.47,627.45,633.48,"Census Tract 120.45, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
660,08059011904,930.96,730.26,1131.66,630.47,627.45,633.48,"Census Tract 119.04, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
661,08059011728,436.03,320.74,551.32,630.47,627.45,633.48,"Census Tract 117.28, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
662,08059011702,656.94,562.82,751.07,630.47,627.45,633.48,"Census Tract 117.02, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
663,08059011701,571.44,478.64,664.24,630.47,627.45,633.48,"Census Tract 117.01, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
664,08059012049,524.41,422.05,626.78,630.47,627.45,633.48,"Census Tract 120.49, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
665,08059011730,779.66,621.14,938.17,630.47,627.45,633.48,"Census Tract 117.30, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
666,08059011727,521.61,410.51,632.71,630.47,627.45,633.48,"Census Tract 117.27, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
667,08059012053,611.01,507.01,715.02,630.47,627.45,633.48,"Census Tract 120.53, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
668,08059011202,497.93,407.28,588.59,630.47,627.45,633.48,"Census Tract 112.02, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
669,08059011804,524.61,428.19,621.04,630.47,627.45,633.48,"Census Tract 118.04, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
670,08059011708,662.36,539.54,785.18,630.47,627.45,633.48,"Census Tract 117.08, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
671,08059980000,,,,630.47,627.45,633.48,"Census Tract 9800, Jefferson County, Colorado",JEFFERSON,No Events or Data Suppressed
672,08059011711,728.56,614.55,842.58,630.47,627.45,633.48,"Census Tract 117.11, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
673,08059011951,617.67,493.6,741.73,630.47,627.45,633.48,"Census Tract 119.51, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
674,08059012038,621.06,494.68,747.45,630.47,627.45,633.48,"Census Tract 120.38, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
675,08059011725,534.6,377.73,691.47,630.47,627.45,633.48,"Census Tract 117.25, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
676,08059011721,483.6,370,597.2,630.47,627.45,633.48,"Census Tract 117.21, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
677,08059012034,473.43,333.01,613.84,630.47,627.45,633.48,"Census Tract 120.34, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
678,08059011710,687.93,508.59,867.27,630.47,627.45,633.48,"Census Tract 117.10, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
679,08059011709,747.05,607.32,886.78,630.47,627.45,633.48,"Census Tract 117.09, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
680,08059011726,380.03,294.73,465.34,630.47,627.45,633.48,"Census Tract 117.26, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
681,08059011601,753.23,625.45,881.02,630.47,627.45,633.48,"Census Tract 116.01, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
682,08059011731,439.87,341,538.75,630.47,627.45,633.48,"Census Tract 117.31, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
683,08059011550,915.09,806.28,1023.91,630.47,627.45,633.48,"Census Tract 115.50, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
684,08059011300,871.63,706.36,1036.9,630.47,627.45,633.48,"Census Tract 113, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
685,08059010702,857.23,685,1029.46,630.47,627.45,633.48,"Census Tract 107.02, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
686,08059010701,816.12,684.88,947.37,630.47,627.45,633.48,"Census Tract 107.01, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
687,08059012043,591.19,496.09,686.29,630.47,627.45,633.48,"Census Tract 120.43, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
688,08059010502,657.66,559.64,755.68,630.47,627.45,633.48,"Census Tract 105.02, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
689,08059010604,936.24,746.95,1125.52,630.47,627.45,633.48,"Census Tract 106.04, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
690,08059011000,778.63,677.96,879.3,630.47,627.45,633.48,"Census Tract 110, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
691,08059010902,1220.51,996.96,1444.05,630.47,627.45,633.48,"Census Tract 109.02, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
692,08059010801,701.07,542.54,859.61,630.47,627.45,633.48,"Census Tract 108.01, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
693,08059010504,464.05,350,578.11,630.47,627.45,633.48,"Census Tract 105.04, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
694,08059010503,614.81,508.78,720.84,630.47,627.45,633.48,"Census Tract 105.03, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
695,08059010403,792.28,674.04,910.51,630.47,627.45,633.48,"Census Tract 104.03, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
696,08059012044,449.1,350.49,547.71,630.47,627.45,633.48,"Census Tract 120.44, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
697,08059010308,572.15,479.57,664.74,630.47,627.45,633.48,"Census Tract 103.08, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
698,08035014112,510.82,408.28,613.36,630.47,627.45,633.48,"Census Tract 141.12, Douglas County, Colorado",DOUGLAS,Lower Than State Average
699,08035014110,585.76,476.64,694.89,630.47,627.45,633.48,"Census Tract 141.10, Douglas County, Colorado",DOUGLAS,Not Different Than State Average
700,08035014109,398.06,290.1,506.01,630.47,627.45,633.48,"Census Tract 141.09, Douglas County, Colorado",DOUGLAS,Lower Than State Average
701,08035014108,446.16,353.27,539.05,630.47,627.45,633.48,"Census Tract 141.08, Douglas County, Colorado",DOUGLAS,Lower Than State Average
702,08035014202,398.92,269.56,528.28,630.47,627.45,633.48,"Census Tract 142.02, Douglas County, Colorado",DOUGLAS,Lower Than State Average
703,08035014116,368.76,262.56,474.96,630.47,627.45,633.48,"Census Tract 141.16, Douglas County, Colorado",DOUGLAS,Lower Than State Average
704,08035014300,582.86,235.85,929.88,630.47,627.45,633.48,"Census Tract 143, Douglas County, Colorado",DOUGLAS,Not Different Than State Average
705,08035014107,500.58,394.09,607.06,630.47,627.45,633.48,"Census Tract 141.07, Douglas County, Colorado",DOUGLAS,Lower Than State Average
706,08035014122,449.15,369.31,528.99,630.47,627.45,633.48,"Census Tract 141.22, Douglas County, Colorado",DOUGLAS,Lower Than State Average
707,08035014602,346.42,245.77,447.07,630.47,627.45,633.48,"Census Tract 146.02, Douglas County, Colorado",DOUGLAS,Lower Than State Average
708,08035013901,569.25,476.61,661.88,630.47,627.45,633.48,"Census Tract 139.01, Douglas County, Colorado",DOUGLAS,Not Different Than State Average
709,08035014503,575.83,484.37,667.28,630.47,627.45,633.48,"Census Tract 145.03, Douglas County, Colorado",DOUGLAS,Not Different Than State Average
710,08035013909,507.13,407.53,606.72,630.47,627.45,633.48,"Census Tract 139.09, Douglas County, Colorado",DOUGLAS,Lower Than State Average
711,08101003600,1285.15,1079.97,1490.34,630.47,627.45,633.48,"Census Tract 36, Pueblo County, Colorado",PUEBLO,Higher Than State Average
712,08101003500,2513.21,1826.12,3200.3,630.47,627.45,633.48,"Census Tract 35, Pueblo County, Colorado",PUEBLO,Higher Than State Average
713,08101002916,1048.03,878.47,1217.6,630.47,627.45,633.48,"Census Tract 29.16, Pueblo County, Colorado",PUEBLO,Higher Than State Average
714,08101002914,890.52,592.82,1188.22,630.47,627.45,633.48,"Census Tract 29.14, Pueblo County, Colorado",PUEBLO,Not Different Than State Average
715,08063962200,391.18,241.97,540.4,630.47,627.45,633.48,"Census Tract 9622, Kit Carson County, Colorado",KIT CARSON,Lower Than State Average
716,08063962300,362.14,169.36,554.92,630.47,627.45,633.48,"Census Tract 9623, Kit Carson County, Colorado",KIT CARSON,Lower Than State Average
717,08063962100,306.97,242.1,371.85,630.47,627.45,633.48,"Census Tract 9621, Kit Carson County, Colorado",KIT CARSON,Lower Than State Average
718,08101002912,972.82,749.95,1195.69,630.47,627.45,633.48,"Census Tract 29.12, Pueblo County, Colorado",PUEBLO,Higher Than State Average
719,08101980100,,,,630.47,627.45,633.48,"Census Tract 9801, Pueblo County, Colorado",PUEBLO,No Events or Data Suppressed
720,08101002917,661.52,516.99,806.05,630.47,627.45,633.48,"Census Tract 29.17, Pueblo County, Colorado",PUEBLO,Not Different Than State Average
721,08101003106,836.49,593.08,1079.89,630.47,627.45,633.48,"Census Tract 31.06, Pueblo County, Colorado",PUEBLO,Not Different Than State Average
722,08101003105,682.73,558.93,806.52,630.47,627.45,633.48,"Census Tract 31.05, Pueblo County, Colorado",PUEBLO,Not Different Than State Average
